T 0  50  100  150  200  250  300  350  400

  0.0  3.2655123173243545  3.2011661685332737  3.0156975188773405  2.777028888360791   2.5468722365846412  2.353157474838985   2.195823768919575   2.06708334471289    1.9595284321329132
  1.0  3.0991361482514614  3.0341096922823727  2.867722406494826   2.666177896790386   2.479503452402052   2.3255169084936216  2.2009201398955422  2.0984983360500493  2.012238656137528
  2.0  3.0373571185805512  2.9559776546808383  2.76204051050726    2.552544198528728   2.374758839419688   2.234800223305436   2.1235065144271354  2.0321088895829074  1.9546872579208858
  3.0  2.984681930509546   2.8907672454552107  2.6777670667249374  2.4592171582040105  2.283704397847768   2.150542780074434   2.046453431594461   1.9614168209145715  1.8893989591501053
  4.0  2.9617762675430157  2.8422401673678563  2.604669987656746   2.3725536936766387  2.1960504328840638  2.0668172468959463  1.967638130581561   1.8875207975300745  1.820219219700206
  5.0  2.9461631365631753  2.824146503583752   2.571755047219915   2.3231266551112766  2.136825737889194   2.0037068381077408  1.9040366313500012  1.8251540796815662  1.7599257211581365
  6.0  2.9599091575943866  2.829127657337569   2.556349810978812   2.291988440282069   2.0977397927040764  1.9609516463420134  1.8595926436646717  1.7798940898799132  1.714297470430136
  7.0  2.9465815762442773  2.807000933866598   2.5240031494728696  2.2548440207187475  2.0599584101185933  1.9231694561771013  1.8214791303353135  1.7411390656904     1.6748525547531379
  8.0  2.9233767506111428  2.7921386222421507  2.4999257799866674  2.2191298616016284  2.0201473566094994  1.8831528449197243  1.7818954518953893  1.7018211930411824  1.6357248737516157
  9.0  2.9047468983205498  2.770332999241746   2.4684609140160254  2.183356706122779   1.9848051150796884  1.8484229632767775  1.7473422716901563  1.6673984830821684  1.6015504392653925
 10.0  2.924860558085168   2.8095407598595123  2.5006824650361974  2.1996324402014826  1.9879578890283967  1.8425109281752392  1.7352282018436822  1.6510211555799428  1.5822468942830248
 11.0  2.9061357891829025  2.7766972592046337  2.470702687791098   2.1852703354490908  1.9847063964620644  1.8422914183867078  1.7333003020101492  1.6458061221766074  1.5737386866030734
 12.0  2.921843877613528   2.780190987334586   2.4734440112939144  2.1952415465465345  1.9992380540564916  1.8558451907941726  1.742700650522178   1.6502980508814693  1.573737350588817
